"","original_title.x","id","Actor","Director","budget.x","X1st.genre","genres","X1st.production.company","runtime.x","ProductionBudget","DomesticGross","release_date.x"
"396","la tortue rouge",337703,"emmanuel garijo","michael dudok de wit",0,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","Why Not Productions",80,1.1e+07,920057,"2016-06-29"
"397","hidden away",226188,"emmanuelle vaugier","peter sullivan",0,"mystery","[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Hybrid",84,1e+06,0,"2013-07-26"
"398","skyline",42684,"eric balfour","colin strause",10000000,"science fiction","[{'id': 878, 'name': 'Science Fiction'}]","Rogue Pictures",100,1e+07,21416355,"2010-11-11"
"399","hulk",1927,"eric bana","ang lee",137000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","Universal Pictures",138,1.37e+08,132177234,"2003-06-19"
"401","mercy streets",26916,"eric roberts","jon gunn",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",NA,106,6e+05,173599,"2000-10-31"
"402","fort mccoy",281230,"eric stoltz","michael worth",0,"war","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",NA,0,3e+06,78948,"2014-01-01"
"403","love s abiding joy",22488,"erin cottrell","michael landon jr",0,"tv movie","[{'id': 10770, 'name': 'TV Movie'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",NA,87,3e+06,252726,"2006-10-06"
"404","monster",16309,"erin evans","erik estenberg",0,"action","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","Asylum, The",86,5e+06,34469210,"2008-01-18"
"406","the babadook",242224,"essie davis","jennifer kent",2000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","South Australian Film Corporation",93,2e+06,950792,"2014-05-22"
"408","before midnight",132344,"ethan hawke","richard linklater",3000000,"romance","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Sony Pictures Classics",108,3e+06,8110621,"2013-04-05"
"409","how to be a latin lover",425134,"eugenio derbez","ken marino",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","Pantelion Films",115,1e+07,32149404,"2017-04-28"
"410","for greater glory the true story of cristiada",96399,"eva longoria","dean wright",12000000,"history","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]","Dos Corazones",145,1.2e+07,5669081,"2012-06-01"
"411","holy motors",103328,"eva mendes","leos carax",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]","Pandora Filmproduktion",115,4e+06,641054,"2012-07-02"
"412","the business of fancydancing",40920,"evan adams","sherman alexie",200000,"music","[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]","FallsApart Productions",103,2e+05,174682,"2002-01-14"
"413","rabbit proof fence",9555,"everlyn sampi","phillip noyce",0,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]","Showtime Australia",94,7e+06,6199600,"2002-02-04"
"414","valiant",14175,"ewan mcgregor","gary chapman",35000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","Vanguard Films",76,3.5e+07,19478106,"2005-03-25"
"415","the lost skeleton of cadavra",18841,"fay masterson","larry blamire",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","Fragmighty",90,1e+05,110536,"2001-09-12"
"416","undead",8991,"felicity mason","michael spierig",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]","Spierigfilm",97,750000,41196,"2003-09-04"
"418","id a",86985,"flemming enevold","christian e christiansen",0,"thriller","[{'id': 53, 'name': 'Thriller'}]","Zentropa Entertainments",104,2600000,3827060,"2011-11-24"
"419","black nativity",175541,"forest whitaker","kasi lemmons",17500000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","Fox Searchlight Pictures",93,17500000,7018188,"2013-11-27"
"420","our family wedding",34563,"forest whitaker","rick famuyiwa",14000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Fox Searchlight Pictures",103,1.4e+07,20255281,"2010-03-12"
"421","ajami",24424,"fouad habash","scandar copti",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","ARTE",120,1e+06,621859,"2009-09-17"
"422","stone",44113,"frances conroy","john curran",22000000,"drama","[{'id': 18, 'name': 'Drama'}]","Stone Productions",105,2.2e+07,1810078,"2010-10-07"
"423","the purge anarchy",238636,"frank grillo","james demonaco",9000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Universal Pictures",104,9e+06,71562550,"2014-07-17"
"424","faith like potatoes",29697,"frank rautenbach","regardt van den bergh",0,"drama","[{'id': 18, 'name': 'Drama'}]","Global Creative Studios",97,1100000,0,"2006-10-27"
"425","the jimmy show",99826,"frank whaley","frank whaley",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Next Wednesday Productions",96,1e+06,703,"2002-01-16"
"426","anatomie",1698,"franka potente","stefan ruzowitzky",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Claussen + WÃ¶bke Filmproduktion GmbH",103,2500000,9598,"2000-02-03"
"427","agent cody banks",10923,"frankie muniz","harald zwart",28000000,"action","[{'id': 28, 'name': 'Action'}]","Splendid Pictures",102,2.5e+07,47545060,"2003-03-14"
"428","agent cody banks 2 destination london",17047,"frankie muniz","kevin allen",26000000,"comedy","[{'id': 35, 'name': 'Comedy'}]","Splendid Pictures",100,2.6e+07,23514247,"2004-06-24"
"429","my dog skip",17908,"frankie muniz","jay russell",7000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Alcon Entertainment",95,7e+06,34099640,"2000-01-14"
"430","manito",185465,"franky g","eric eason",0,"drama","[{'id': 18, 'name': 'Drama'}]",NA,78,25000,0,"2002-01-15"
"431","arthur et les minimoys",9992,"freddie highmore","luc besson",86000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","Canal Plus",94,8e+07,15132763,"2006-12-13"
"432","boys and girls",10571,"freddie prinze jr","robert iscove",16000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Punch 21 Productions",94,1.6e+07,21799652,"2000-06-16"
"433","summer catch",26602,"freddie prinze jr","mike tollin",34000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Tollin/Robbins Productions",108,1.7e+07,19693891,"2001-08-22"
"434","coco",18955,"gad elmaleh","gad elmaleh",0,"comedy","[{'id': 35, 'name': 'Comedy'}]","LÃ©gende Films",95,1.75e+08,209726015,"2009-07-21"
"435","amores perros",55,"gael garcía bernal","alejandro gonzález iñárritu",2000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Altavista Films",154,2e+06,5383834,"2000-06-16"
"436","rosewater",222649,"gael garcía bernal","jon stewart",0,"drama","[{'id': 18, 'name': 'Drama'}]","Odd Lot Entertainment",103,1e+07,3128941,"2014-11-07"
"437","zoom",351065,"gael garcía bernal","pedro morelli",0,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Rhombus Media",96,3.5e+07,11989328,"2015-09-11"
"438","the sitter",39824,"gail o grady","russell mulcahy",0,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",NA,90,2.5e+07,30542576,"2007-09-16"
"439","what planet are you from ",10416,"garry shandling","mike nichols",60000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]","Columbia Pictures",105,5e+07,6291602,"2000-03-03"
"440","the contender",6521,"gary oldman","rod lurie",9000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Battleplan Productions",126,9e+06,17804273,"2000-10-13"
"441","the secrets of jonathan sperry",39401,"gavin macleod","rich christiano",1000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","Christiano Film Group",96,1e+06,1355079,"2008-04-27"
"442","you will meet a tall dark stranger",38031,"gemma jones","woody allen",22000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Antena 3 Films",98,1.5e+07,3247816,"2010-05-23"
"443","money monster",303858,"george clooney","jodie foster",27000000,"thriller","[{'id': 53, 'name': 'Thriller'}]","TriStar Pictures",98,2.7e+07,41012075,"2016-05-12"
"444","leatherheads",4942,"george clooney","george clooney",58000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","Universal Pictures",114,5.8e+07,31373938,"2008-03-24"
"445","the perfect storm",2133,"george clooney","wolfgang petersen",120000000,"drama","[{'id': 18, 'name': 'Drama'}]","Warner Bros.",130,1.2e+08,182618434,"2000-03-15"
"446","o brother where art thou ",134,"george clooney","joel coen",26000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]","Universal Pictures",106,2.6e+07,45506619,"2000-08-30"
"447","london to brighton",14823,"georgia groome","paul andrew williams",0,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Steel Mill Pictures",85,825000,0,"2006-12-01"
"448","olympus has fallen",117263,"gerard butler","antoine fuqua",70000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Nu Image Films",120,7e+07,98927592,"2013-03-20"
"449","chasing mavericks",82684,"gerard butler","curtis hanson",0,"drama","[{'id': 18, 'name': 'Drama'}]","Fox 2000 Pictures",117,2e+07,6002756,"2012-10-25"
"450","the game of their lives",29078,"gerard butler","david anspaugh",0,"drama","[{'id': 18, 'name': 'Drama'}]","Bristol Bay Productions",101,2e+07,375474,"2005-01-01"
"451","saul fia",336050,"géza röhrig","lászló nemes",1000000,"war","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","Laokoon Filmgroup",107,1700000,1777043,"2015-06-11"
"452","the house of mirth",25520,"gillian anderson","terence davies",10000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Granada Film Productions",140,1e+07,3041803,"2000-09-23"
"453","haywire",70435,"gina carano","steven soderbergh",23000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","Irish Film Board",93,2.3e+07,18942396,"2011-11-06"
"454","zootopia",269149,"ginnifer goodwin","byron howard",150000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","Walt Disney Pictures",108,1.5e+08,341268248,"2016-02-11"
"455","coffee town",198062,"glenn howerton","brad copeland",0,"comedy","[{'id': 35, 'name': 'Comedy'}]",NA,87,2e+06,0,"2013-07-09"
"456","auto focus",14112,"greg kinnear","paul schrader",7000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","Sony Pictures Classics",104,7e+06,2062066,"2002-10-18"
"457","heaven is for real",236751,"greg kinnear","randall wallace",12000000,"drama","[{'id': 18, 'name': 'Drama'}]","TriStar Pictures",99,1.2e+07,91386097,"2014-04-16"
"458","bon voyage",14652,"grégori derangère","jean paul rappeneau",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",NA,114,2e+07,2353728,"2003-04-16"
"459","frances ha",121986,"greta gerwig","noah baumbach",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Scott Rudin Productions",86,3e+06,4067398,"2013-05-17"
"460","damsels in distress",82533,"greta gerwig","whit stillman",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Westerly Films",99,3e+06,1007535,"2012-04-06"
"461","mustang",336804,"günes nezihe sensoy","deniz gamze ergüven",1300000,"drama","[{'id': 18, 'name': 'Drama'}]","FilmfÃ¶rderungsanstalt (FFA)",97,1400000,845464,"2015-06-17"
"462","memento",77,"guy pearce","christopher nolan",9000000,"mystery","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","Summit Entertainment",113,5e+06,25544867,"2000-10-11"
"463","possession",30072,"gwyneth paltrow","neil labute",25000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]","Warner Bros. Pictures",102,2.5e+07,10103647,"2002-10-02"
"464","duets",18074,"gwyneth paltrow","bruce paltrow",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","Hollywood Pictures",112,1.6e+07,4734235,"2000-09-09"
"465","shallow hal",9889,"gwyneth paltrow","bobby farrelly",40000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Twentieth Century Fox Film Corporation",114,4e+07,70836296,"2001-11-01"
"466","the edge of seventeen",376660,"hailee steinfeld","kelly fremon craig",9000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","Gracie Films",104,9e+06,14431633,"2016-11-18"
"467","the haunting of molly hartley",14745,"haley bennett","mickey liddell",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]","Freestyle Releasing",82,5e+06,13442412,"2008-10-31"
"468","the country bears",18357,"haley joel osment","peter hastings",35000000,"adventure","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","Walt Disney Pictures",88,2e+07,16988996,"2002-07-26"
"469","gothika",4970,"halle berry","mathieu kassovitz",40000000,"horror","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","Columbia Pictures Corporation",98,4e+07,59588068,"2003-11-21"
"470","the call",158011,"halle berry","brad anderson",13000000,"crime","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","TriStar Pictures",94,12800000,51872378,"2013-03-14"
"471","16 to life",91122,"hallee hirsh","becky smith",0,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Duck Farm Films",118,1e+06,11574,"2009-09-19"
"472","groove",23655,"hamish linklater","greg harrison",0,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",NA,86,5e+05,1115313,"2000-06-08"
"473","the smurfs",41513,"hank azaria","raja gosnell",110000000,"animation","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]","Columbia Pictures",103,1.1e+08,142614158,"2011-07-29"
"474","the smurfs 2",77931,"hank azaria","raja gosnell",105000000,"fantasy","[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]","Columbia Pictures",105,1.1e+08,71017784,"2013-07-30"
"475","american teen",13259,"hannah bailey","nanette burstein",5000000,"documentary","[{'id': 99, 'name': 'Documentary'}]",NA,95,5e+06,942441,"2008-07-25"
"476","what lies beneath",2655,"harrison ford","robert zemeckis",100000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","DreamWorks SKG",130,9e+07,155464351,"2000-07-21"
"477","k 19 the widowmaker",8665,"harrison ford","kathryn bigelow",100000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","Paramount Pictures",138,9e+07,35168966,"2002-07-19"
"478","hollywood homicide",11375,"harrison ford","ron shelton",75000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]","Columbia Pictures",116,7.5e+07,30207785,"2003-06-09"
"479","one direction this is us",164558,"harry styles","morgan spurlock",10000000,"documentary","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","Columbia Pictures",92,1e+07,28873374,"2013-08-28"
"480","the last godfather",70829,"harvey keitel","shim hyung rae",13400000,"action","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",NA,100,13400000,164247,"2010-12-29"
"481","american heist",250066,"hayden christensen","sarik andreasyan",10000000,"action","[{'id': 28, 'name': 'Action'}]","NGN Productions",94,1e+07,0,"2014-09-11"
"482","hoodwinked too hood vs evil",57089,"hayden panettiere","mike disa",30000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","HW Two",86,3e+07,10143779,"2011-04-29"
"483","what women want",3981,"helen hunt","nancy meyers",70000000,"comedy","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","Paramount Pictures",127,6.5e+07,182805123,"2000-12-15"
"484","eye in the sky",333352,"helen mirren","gavin hood",13000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]","Entertainment One",102,1.3e+07,18704596,"2015-09-11"
"485","love ranch",39845,"helen mirren","taylor hackford",0,"drama","[{'id': 18, 'name': 'Drama'}]","Capitol Films",117,2.5e+07,137885,"2010-06-30"
"486","woman in gold",304357,"helen mirren","simon curtis",11000000,"drama","[{'id': 18, 'name': 'Drama'}]","BBC Films",120,1.1e+07,33307793,"2015-04-10"
"487","the hundred foot journey",228194,"helen mirren","lasse hallström",22000000,"drama","[{'id': 18, 'name': 'Drama'}]","Amblin Entertainment",122,2.2e+07,54235441,"2014-08-06"
"488","conversations with other women",15624,"helena bonham carter","hans canosa",450000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","Prophecy Pictures Ltd.",84,450000,379418,"2006-06-07"
"489","the heart of me",24985,"helena bonham carter","thaddeus o sullivan",7000000,"drama","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","British Broadcasting Corporation (BBC)",96,7e+06,196067,"2002-01-01"
"490","man of steel",49521,"henry cavill","zack snyder",225000000,"action","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","Legendary Pictures",143,2.25e+08,291045518,"2013-06-12"
"491","the homesman",264656,"hilary swank","tommy lee jones",16000000,"western","[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]","The Javelina Film Company",122,1.6e+07,2429989,"2014-05-18"
"492","the reaping",1683,"hilary swank","stephen hopkins",40000000,"thriller","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]","Village Roadshow Pictures",99,4e+07,25126214,"2007-04-05"
