"","id","budget","1st genre","original_title","1st production company","release_date","revenue","runtime"
"18830","70436","26000000","crime","the raven","relativity media",2012-03-09,29657751,111
"18831","76346","0","animation","the ballad of nessie","walt disney pictures",2011-04-13,0,6
"18832","54271","17000000","action","the big bang","north by northwest entertainment",2011-01-17,0,101
"18833","62764","85000000","adventure","mirror mirror","relativity media",2012-03-15,183018522,106
"18834","44833","209000000","thriller","battleship","universal pictures",2012-04-11,303025485,131
"18835","50365","4500000","drama","notre jour viendra","cinécinéma",2010-09-15,0,90
"18836","206953","0","documentary","louis theroux: america's most hated family in crisis","bbc",2011-04-03,0,60
"18838","206997","0",NA,"appropriate adult",NA,2011-09-03,0,180
"18839","73872","0","drama","terraferma","cattleya",2011-09-07,0,88
"18841","82327","4500000","drama","un amour de jeunesse","centre national de la cinématographie",2011-07-04,0,108
"18842","74534","10000000","drama","the best exotic marigold hotel","participant media",2011-11-28,136836156,124
"18843","41120","0","documentary","rush: beyond the lighted stage",NA,2010-06-29,0,107
"18844","58287","0","documentary","stand van de sterren",NA,2011-03-03,0,109
"18846","77881","0","documentary","crime after crime","life sentence films",2011-07-01,58840,95
"18847","91292","0","comedy","black pond",NA,2011-11-11,0,83
"18848","109979","0","comedy","diciotto anni dopo",NA,2010-07-04,0,107
"18849","73211","10000000","drama","kongen av bastøy","mact productions",2010-12-16,0,120
"18850","40720","0","thriller","twelve","gaumont",2010-07-30,0,93
"18851","60405","0","family","sharpay's fabulous adventure","princessa productions",2011-04-19,0,90
"18852","86455","0","documentary","the cartoonist: jeff smith, bone and the changing face of comics",NA,2009-05-22,0,76
"18853","91356","0","documentary","comic-con episode iv: a fan's hope",NA,2011-09-10,0,88
"18854","63310","2000000","crime","rundskop","waterland",2011-02-02,0,129
"18856","84404","1100000","drama","bully",NA,2011-04-23,0,92
"18857","74447","0","drama","hamill",NA,2010-10-26,0,108
"18862","75802","0","comedy","hysteria","arte france cinéma",2011-06-06,9504139,100
"18863","39509","0","horror","cold storage","synthetic fur productions",2009-05-01,0,95
"18866","31967","0","action","dante's inferno: an animated epic","dong woo animation",2010-02-09,0,84
"18867","45347","0","horror","the bleeding house","cinergi pictures entertainment",2011-04-20,0,85
"18869","53191","0","documentary","crazy sexy cancer",NA,2007-03-11,0,90
"18870","54081","0","action","aakrosh",NA,2010-10-01,0,120
"18871","37434","0","drama","devil's diary",NA,2007-09-22,0,90
"18874","138719","0",NA,"σούπερ δημήτριος",NA,2011-11-05,0,110
"18875","56325","230","documentary","naked ambition: an r rated look at an x rated industry",NA,2009-04-30,0,0
"18879","72207","30000000","comedy","the five-year engagement","universal pictures",2012-04-27,53909751,124
"18880","194498","0","history","the white darkness","shadow theatre films",2002-09-07,0,48
"18882","85621","0","romance","muži v naději","infinity prague",2011-08-25,0,115
"18883","61410","5000000","comedy","spud",NA,2010-12-03,0,103
"18887","28891","500000","crime","elsewhere","lost toys",2009-01-15,0,100
"18888","25154","0","comedy","the marc pease experience","paramount vantage",2009-08-21,0,84
"18892","31223","0","documentary","in the hands of the gods",NA,2007-09-14,0,106
"18893","83330","0","comedy","the catechism cataclysm",NA,2011-10-19,0,75
"18894","70386","0","fantasy","the devil's rock","new zealand film commission",2011-07-08,0,83
"18895","67660","12000000","comedy","think like a man","rainforest films",2012-04-16,96070507,122
"18896","77877","25000000","drama","the lucky one","village roadshow pictures",2012-04-19,99357138,101
"18897","48008","0","drama","diverted","pope productions",2009-03-08,0,89
"18900","84569","0","history","chosin","veterans",2010-09-10,0,86
"18902","17347","6400000","drama","bride flight","samsa film",2008-10-15,2556911,130
"18905","79042","0","documentary","if a tree falls: a story of the earth liberation front",NA,2011-06-22,0,85
"18906","73563","0","adventure","the greening of whitney brown","perfect weekend",2011-11-10,0,87
"18907","72387","30000000","action","safe","lawrence bender productions",2012-04-16,40346186,94
"18909","28238","0","drama","hamlet","nhk enterprises",2009-12-26,0,185
"18910","89287","0","comedy","la fée","mk2 productions",2011-05-11,0,93
"18912","253808","0","drama","bayaning 3rd world","cinema artists",2000-02-16,0,93
"18914","91352","0","documentary","the swell season","elkcreek cinema",2011-04-22,0,91
"18917","61361","0","crime","l'outremangeur","film par film",2002-09-10,0,NA
"18918","57119","6600000","comedy","jumping the broom","tristar pictures",2011-05-06,37710610,112
"18920","15135","0","horror","feast iii: the happy finish","neo art & logic",2009-02-17,0,79
"18921","66125","0","drama","red dog","screen australia",2011-08-04,0,92
"18922","88478","114","comedy","any questions for ben?",NA,2012-02-09,0,114
"18924","25799","0","drama","amu","jonai productions",2005-01-07,0,102
"18925","62213","150000000","comedy","dark shadows","village roadshow pictures",2012-05-08,245527149,113
"18926","13486","0","fantasy","the scorpion king: rise of a warrior","universal pictures",2008-07-19,0,109
"18927","84177","0","documentary","big boys gone bananas!*","wg film",2011-11-19,0,90
"18928","58390","0","drama","ciao bella","sandrew metronome distribution",2007-08-03,0,86
"18929","140781","0","thriller","daylight",NA,2011-07-17,0,74
"18930","89326","0","drama","96 minutes","perfect weekend",2011-10-14,0,93
"18931","92000","10000000","crime","columbus circle","blue star pictures",2012-03-05,0,82
"18932","40161","0","drama","the decoy bride","scottish screen",2011-06-06,0,89
"18934","77957","0","drama","angels crest","process film",2011-12-30,0,92
"18935","63946","0","action","viva riva!","formosa productions",2010-09-10,43880,96
"18936","82624","0","drama","the forgiveness of blood","portobello pictures",2011-02-18,0,109
"18937","59835","8000000","drama","entrelobos","canal sur televisión",2010-11-26,0,116
"18938","92493","5000000","crime","edwin boyd: citizen gangster","ifc films",2011-09-10,0,105
"18939","50037","1100000","fantasy","beyond the black rainbow","chromewood productions",2010-12-03,0,110
"18940","47479","0","documentary","the last play at shea",NA,2010-04-25,0,90
"18941","23683","0","horror","the poker club",NA,2008-10-16,0,82
"18942","79934","0","comedy","o palhaço","bananeira filmes",2011-10-28,0,90
"18943","73963","3000000","horror","creature","the bubble factory",2011-09-09,0,95
"18944","73881","0","comedy","la fonte des neiges",NA,2009-02-02,0,28
"18946","200157","0","documentary","walking with beasts","bbc",2001-12-21,0,180
"18947","26815","1250000","drama","rocket singh: salesman of the year","yash raj films",2009-12-11,0,156
"18948","103243","0","comedy","vicky donor","eros international",2012-04-20,0,122
"18950","111188","0","mystery","historias extraordinarias","el pampero cine",2008-05-01,0,245
"18952","51823","0","drama","across the line: the exodus of charlie wright",NA,2010-12-28,0,94
"18953","61979","0","romance","tres metros sobre el cielo","antena 3 films",2010-12-03,0,122
"18954","76493","65000000","comedy","the dictator","paramount pictures",2012-05-15,179379533,83
"18955","80169","0","documentary","thrive",NA,2011-11-11,0,132
"18956","73517","0","drama","boys love",NA,2006-11-24,0,90
"18959","93084","0","drama","keyhole",NA,2011-09-09,21291,94
"18960","28500","0","documentary","before the dinosaurs - walking with monsters","bbc",2005-11-05,0,87
"18962","86850","0","documentary","the island president",NA,2012-03-28,76398,101
"18963","14400","25412760","adventure","largo winch","wild bunch",2008-12-17,0,108
"18964","48620","7000000","action","the mighty macs",NA,2009-10-21,0,102
"18966","22683","0","drama","gifted hands: the ben carson story","the hatchery",2009-02-07,0,86
"18973","41154","225000000","action","men in black 3","amblin entertainment",2012-05-23,624026776,106
"18974","58595","170000000","adventure","snow white and the huntsman","universal pictures",2012-05-30,396600000,127
"18977","122341","0",NA,"pine flat",NA,2006-01-01,0,138
"18980","86812","0","science fiction","sound of my voice","skyscraper films",2011-01-22,0,85
"18982","27646","10000000","horror","night of the demons","seven arts pictures",2009-08-30,0,93
"18983","39401","1000000","drama","the secrets of jonathan sperry","christiano film group",2008-04-27,0,96
"18984","25121","0","crime","உன்னைப்போல் ஒருவன்","utv motion pictures",2009-09-18,0,120
"18985","77561","7000000","science fiction","eva","wild bunch",2011-10-28,0,94
"18986","93856","0","horror","chernobyl diaries","alcon entertainment",2012-05-24,18112929,88
"18987","78206","12000000","comedy","poulet aux prunes","celluloid dreams",2011-10-25,1428291,93
"18988","80742","0","comedy","escuela de seducción",NA,2004-09-17,0,110
"18991","72197","60000000","animation","the pirates! in an adventure with scientists!","columbia pictures",2012-03-12,118338361,88
"18992","85546","0","drama","une vie meilleure","les films du lendemain",2012-01-03,0,110
"18993","111839","19500000","tv movie","hemingway & gellhorn","home box office (hbo)",2012-08-27,0,155
"18994","26864","0","drama","el niño pez","ibermedia",2009-02-06,0,96
"18995","94363","0","comedy","hick","stone river productions",2011-09-10,0,99
"18996","70981","130000000","science fiction","prometheus","twentieth century fox film corporation",2012-05-30,403170142,124
"18997","111440","0","horror","the pact","preferred content",2012-05-25,0,89
"18998","44997","0","documentary","phyllis and harold",NA,2010-02-19,0,85
"18999","35691","0","action","letters to god","mercy creek entretainment",2010-04-09,0,110
"19000","92591","5000000","comedy","bernie","castle rock entertainment",2012-04-27,9206470,100
"19001","79990","0","comedy","desi boyz","eros international",2011-11-25,0,122
"19003","77084","0","crime","3 a.m.","40 acres & a mule filmworks",2001-07-01,0,88
"19005","12645","10000000","drama","inhale","26 films",2010-08-27,55089,100
"19007","169022","0",NA,"친구사이?",NA,2009-12-17,0,29
"19008","86555","0","drama","take this waltz",NA,2011-11-25,0,116
"19009","50077","0","drama","berlin '36",NA,2009-09-09,0,100
"19010","48392","4466000","comedy","sound of noise","film i väst",2010-12-25,0,102
"19014","50647","35000000","comedy","wanderlust","relativity media",2012-02-23,24159934,98
"19017","83666","16000000","comedy","moonrise kingdom","scott rudin productions",2012-05-16,68263166,94
"19018","45054","0","drama","there be dragons",NA,2011-03-25,0,112
"19019","72477","0","drama","texas killing fields","forward pass",2011-10-14,957240,105
"19020","82825","1200000","thriller","kahaani",NA,2012-03-09,1.6e+07,122
"19021","103269","3500000","animation","superman vs. the elite","dc comics",2012-06-12,0,76
"19022","79382","0","drama","奇跡","chugoku broadcasting (rcc)",2011-06-11,0,127
"19025","80389","35000000","action","get the gringo","icon productions",2012-03-15,0,95
"19026","109554","0","horror","suicide manual",NA,2003-10-06,0,86
"19027","26583","10000000","action","the keeper","steamroller productions",2009-10-03,0,94
"19028","50601","20000000","war","5 days of war","midnight sun pictures",2011-04-14,17479,113
"19029","45244","0","drama","life, above all","senator film produktion",2010-05-19,0,100
"19030","49830","50000","horror","contagion",NA,2010-03-29,0,90
"19031","13640","3500000","action","superman: doomsday","dc comics",2007-09-18,0,75
"19033","37000","0","drama","un lac","rhône-alpes cinéma",2008-09-01,0,90
"19034","54484","0","comedy","tracy morgan: black & blue",NA,2010-11-13,0,0
"19035","60592","950000","drama","hur många lingon finns det i världen?",NA,2011-03-18,0,96
"19039","64836","0","comedy","exporting raymond","culver entertainment",2011-04-29,0,86
"19041","61125","1400000","action","vares – pahan suudelma","solar films inc.",2011-01-06,0,94
"19042","85435","12468389","comedy","a few best men","parabolic pictures",2011-10-14,29007412,97
"19043","79995","0","drama","late bloomers","les films du worso",2011-07-13,0,88
"19046","49014","20500000","drama","cosmopolis","france 2 cinéma",2012-05-25,6063556,109
"19047","68472","1500000","action","house of the rising sun","berkshire axis media",2011-07-19,0,90
"19048","72358","40000000","drama","a thousand words","paramount pictures",2012-03-07,22044277,91
"19049","72334","0","documentary","chimpanzee","disneynature",2012-04-20,0,78
"19051","84332","750000","comedy","safety not guaranteed","duplass brothers productions",2012-06-08,4007792,85
"19052","80321","145000000","animation","madagascar 3: europe's most wanted","dreamworks animation",2012-06-06,746921274,93
"19053","71326","0","horror","bunnyman","anoc productions",2011-06-20,0,90
"19058","68818","0","adventure","blackthorn","quickfire films",2011-08-31,623528,98
"19059","84355","125000","drama","your sister's sister","ada films",2011-09-11,3200000,90
"19064","22855","0","animation","superman/batman: public enemies","dc comics",2009-09-29,0,67
"19065","55215","2500000","animation","dead space: aftermath","film roman productions",2010-12-31,0,85
"19067","48393","0","horror","secuestrados","vaca films",2010-06-17,0,85
"19069","46469","0","drama","proteus","pluck productions",2003-09-07,0,100
"19072","62177","185000000","animation","brave","walt disney pictures",2012-06-21,538983207,93
"19074","63193","0","drama","front of the class","hallmark entertainment",2008-01-01,0,95
"19076","52462","0","drama","the pet",NA,2006-05-17,0,94
"19079","86467","9000000","romance","bel ami","rai cinema",2012-03-09,8303261,102
"19080","76494","40000000","romance","what to expect when you're expecting","alcon entertainment",2012-05-17,79700000,110
