"","original_title","id","genres","release_date","revenue","budget","runtime","popularity","production_companies","vote_average","DomesticGross","Theaters","TotalGross","ReleaseDate","Distributor","Year","FullDate"
"2456","gardensofthenight","16867","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2008-11-21,0,"0",110,"2.683651","[{'name': 'Shoot Productions', 'id': 4656}, {'name': 'Sobini Films', 'id': 13923}, {'name': 'Station3', 'id': 20573}, {'name': 'Fastback Pictures', 'id': 21065}, {'name': 'La Nuit Americaine', 'id': 21066}]",6.5,"11436","1","11436","Nov 7","City Lights Pictures",2008,2008-11-07
"2457","gardenstate","401","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-07-28,26781723,"2500000",102,"11.630809","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Double Feature Films', 'id': 215}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Camelot Pictures', 'id': 11728}, {'name': ""Large's Ark Productions"", 'id': 11729}]",7.1,"26745860","813","26782316","Jul 28","Fox Searchlight Pictures",2004,2004-07-28
"2458","gardenstate","401","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2004-07-28,26781723,"2500000",102,"11.630809","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Double Feature Films', 'id': 215}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Camelot Pictures', 'id': 11728}, {'name': ""Large's Ark Productions"", 'id': 11729}]",7.1,"36456","813","26782316","Jul 28","Fox Searchlight Pictures",2005,2005-07-28
"2459","garfield","8920","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2004-06-10,200804534,"50000000",80,"10.003679","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Twentieth Century Fox Animation', 'id': 11749}]",5.2,"75369589","3150","75369589","Jun 11","Twentieth Century Fox",2004,2004-06-11
"2460","garfield:atailoftwokitties","9513","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2006-06-15,141702264,"0",78,"7.217377","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Dune Entertainment', 'id': 444}, {'name': 'Davis Entertainment', 'id': 1302}]",5.1,"28426747","2981","28426747","Jun 16","Twentieth Century Fox",2006,2006-06-16
"2461","gasland","40663","[{'id': 99, 'name': 'Documentary'}]",2010-01-24,0,"0",107,"4.334953","[{'name': 'HBO Documentary Films', 'id': 17980}]",7.4,"30846","2","30846","Sep 15","-",2010,2010-09-15
"2462","gaudiafternoon","170400","[]",2001-05-01,0,"0",97,"0.845166","[]",5.7,"5858","1","5858","Mar 21","Cinema Four",2003,2003-03-21
"2463","gemmabovery","272435","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2014-09-10,154701,"9700000",99,"5.105914","[{'name': 'Gaumont', 'id': 9}, {'name': 'France 2 Cinéma', 'id': 83}, {'name': 'Ruby Films', 'id': 2054}, {'name': 'Ciné@', 'id': 2564}, {'name': 'Canal+', 'id': 5358}, {'name': 'British Film Institute', 'id': 8092}, {'name': 'Orange Cinéma Séries', 'id': 11620}, {'name': 'France Télévisions', 'id': 11795}, {'name': 'Cinéfrance 1888', 'id': 31229}, {'name': 'Albertine Productions', 'id': 32714}]",6.2,"191533","29","191533","May 29","Music Box Films",2015,2015-05-29
"2464","generaleducation","119457","[{'id': 35, 'name': 'Comedy'}]",2012-08-24,0,"0",94,"1.047595","[]",4.5,"8601","4","8601","Aug 24","-",2012,2012-08-24
"2465","generationiron","207021","[{'id': 99, 'name': 'Documentary'}]",2013-09-20,0,"0",106,"3.824707","[{'name': 'American Media Group', 'id': 5912}]",6.9,"849521","84","849521","Sep 20","The Vladar Company",2013,2013-09-20
"2466","genius","267192","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2016-06-10,5681622,"0",104,"11.451354","[{'name': 'Desert Wolf Productions', 'id': 25986}, {'name': 'Michael Grandage Company', 'id': 53341}, {'name': 'Pinewood Pictures', 'id': 62230}, {'name': 'Riverstone Pictures', 'id': 76314}]",6.5,"1361045","152","1361045","Jun 10","Roadside Attractions",2016,2016-06-10
"2467","geniuswithin:theinnerlifeofglenngould","59974","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2009-09-13,166770,"0",113,"0.146422","[]",6.9,"5386","9","167508","Sep 10","Lorber Films",2011,2011-09-10
"2468","geniuswithin:theinnerlifeofglenngould","59974","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2009-09-13,166770,"0",113,"0.146422","[]",6.9,"162122","9","167508","Sep 10","Lorber Films",2010,2010-09-10
"2469","gentlemenbroncos","22820","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2009-09-30,0,"10000000",89,"3.67036","[]",6.2,"113682","18","113682","Oct 30","Fox Searchlight Pictures",2009,2009-10-30
"2470","georgewashington","18292","[{'id': 18, 'name': 'Drama'}]",2000-10-01,0,"0",89,"2.745074","[]",6.4,"159860","6","247406","Oct 27","Cowboy Pictures",2001,2001-10-27
"2471","georgiarule","13159","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007-05-11,0,"20000000",113,"7.281643","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Morgan Creek Productions', 'id': 10210}]",5.6,"19103072","2531","19103072","May 11","Universal Pictures",2007,2007-05-11
"2472","gerhardrichterpainting","96574","[{'id': 99, 'name': 'Documentary'}]",2012-03-14,0,"0",97,"0.728104","[]",7.1,"242646","9","242646","Mar 14","Kino Lorber",2012,2012-03-14
"2473","gerry","1956","[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",2002-01-12,0,"3500000",103,"3.337747","[{'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Tango Films', 'id': 32598}, {'name': 'My Cactus', 'id': 32599}]",6.1,"254683","15","254683","Feb 14","THINKFilm",2003,2003-02-14
"2474","getaway","146227","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",2013-08-29,10501938,"18000000",90,"13.224288","[{'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'After Dark Films', 'id': 3608}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'Saints LA', 'id': 19719}, {'name': 'Bomar OOD', 'id': 28176}, {'name': 'thefyzz', 'id': 36109}, {'name': 'Dunulf Productions', 'id': 68548}, {'name': 'Emmitt Productions Limited', 'id': 68549}, {'name': 'ADF Acquisitions', 'id': 68550}]",4.9,"10501938","2135","10501938","Aug 30","Warner Bros.",2013,2013-08-30
"2475","getcarter","10461","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2000-10-06,19412993,"63600000",102,"6.047757","[{'name': 'Franchise Pictures', 'id': 1403}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}, {'name': 'The Canton Company', 'id': 22351}]",4.8,"14967182","2315","14967182","Oct 6","Warner Bros.",2000,2000-10-06
"2476","gethard","257091","[{'id': 35, 'name': 'Comedy'}]",2015-03-26,111811453,"40000000",100,"8.178015","[{'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Warner Bros.', 'id': 6194}]",5.9,"90411453","3212","90411453","Mar 27","Warner Bros.",2015,2015-03-27
"2477","gethimtothegreek","32823","[{'id': 35, 'name': 'Comedy'}]",2010-06-04,90029656,"40000000",109,"7.33335","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Apatow Productions', 'id': 10105}]",5.9,"60974475","2702","60974475","Jun 4","Universal Pictures",2010,2010-06-04
"2478","getlow","44718","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2010-01-22,0,"7500000",103,"4.678848","[{'name': 'K5 International', 'id': 6715}, {'name': 'Zanuck Independent', 'id': 6716}, {'name': 'David Gundlach Productions', 'id': 6717}]",6.5,"66527","570","9176933","Jul 30","Sony Pictures Classics",2011,2011-07-30
"2479","getlow","44718","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2010-01-22,0,"7500000",103,"4.678848","[{'name': 'K5 International', 'id': 6715}, {'name': 'Zanuck Independent', 'id': 6716}, {'name': 'David Gundlach Productions', 'id': 6717}]",6.5,"9110406","570","9176933","Jul 30","Sony Pictures Classics",2010,2010-07-30
"2480","getonup","239566","[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2014-08-01,31911598,"0",139,"7.92736","[{'name': 'Universal Studios', 'id': 13}, {'name': 'Imagine Films Entertainment', 'id': 11262}, {'name': 'Jagged Films', 'id': 27319}]",6.4,"30703100","2469","30703100","Aug 1","Universal Pictures",2014,2014-08-01
"2481","getout","419430","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2017-02-24,252434250,"5000000",104,"36.894806","[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'QC Entertainment', 'id': 72725}, {'name': 'Monkeypaw Productions', 'id': 88934}]",7.2,"175686870","3143","176040665","Feb 24","Universal Pictures",2017,2017-02-24
"2482","getout","130627","[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]",2010-02-01,0,"0",7,"0.147059","[]",4.5,"175686870","3143","176040665","Feb 24","Universal Pictures",2017,2017-02-24
"2483","getoverit","10050","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2001-03-08,0,"10000000",87,"7.867139","[{'name': 'Miramax', 'id': 53009}]",5.5,"11576464","1742","11576464","Mar 9","Miramax",2001,2001-03-09
"2484","getrichordietryin'","10060","[{'id': 18, 'name': 'Drama'}]",2005-11-09,46442528,"40000000",117,"9.820229","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Cent Productions Inc.', 'id': 54336}]",6.3,"30783362","1666","30985352","Nov 9","Paramount Pictures",2005,2005-11-09
"2485","getrichordietryin'","10060","[{'id': 18, 'name': 'Drama'}]",2005-11-09,46442528,"40000000",117,"9.820229","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Cent Productions Inc.', 'id': 54336}]",6.3,"201990","1666","30985352","Nov 9","Paramount Pictures",2006,2006-11-09
"2486","getsmart","11665","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",2008-06-19,230685453,"80000000",110,"11.35779","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Mosaic Media Group', 'id': 748}, {'name': 'Mad Chance', 'id': 1757}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'WV Films IV', 'id': 27352}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}, {'name': 'Callahan Filmworks', 'id': 60378}]",6,"130319208","3915","130319208","Jun 20","Warner Bros.",2008,2008-06-20
"2487","gett","270403","[{'id': 18, 'name': 'Drama'}]",2014-06-25,0,"0",115,"3.103506","[{'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Films Distribution', 'id': 20881}, {'name': 'Israel Film Fund', 'id': 22231}, {'name': 'DBG / deux beaux garçons', 'id': 44601}, {'name': 'Canal+ France', 'id': 44602}, {'name': 'Elzévir & Cie', 'id': 74572}, {'name': 'Mini Traité Franco Allemand [fr]', 'id': 74574}, {'name': 'Riva Films', 'id': 74575}]",7.4,"988150","74","988150","Feb 13","Music Box Films",2015,2015-02-13
"2488","ghajini","69636","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2005-10-14,0,"3200000",150,"0.802284","[{'name': 'Sri Saravanaa Creaations', 'id': 44099}]",6.6,"721680","83","2430627","Dec 24","Adlabs Films",2009,2009-12-24
"2489","ghajini","69636","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2005-10-14,0,"3200000",150,"0.802284","[{'name': 'Sri Saravanaa Creaations', 'id': 44099}]",6.6,"1708947","83","2430627","Dec 24","Adlabs Films",2008,2008-12-24
"2490","ghajini","14070","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2008-12-25,7.6e+07,"9100000",183,"4.23908","[{'name': 'Geetha Arts', 'id': 38582}]",6.9,"721680","83","2430627","Dec 24","Adlabs Films",2009,2009-12-24
"2491","ghajini","14070","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2008-12-25,7.6e+07,"9100000",183,"4.23908","[{'name': 'Geetha Arts', 'id': 38582}]",6.9,"1708947","83","2430627","Dec 24","Adlabs Films",2008,2008-12-24
"2492","ghanchakkar","192097","[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2013-06-28,0,"0",137,"1.102538","[]",4.9,"203044","89","203044","Jun 28","UTV Motion Pictures",2013,2013-06-28
"2493","ghostbusters","43074","[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",2016-07-14,229147509,"144000000",116,"17.162744","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Montecito Picture Company, The', 'id': 4607}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Feigco Entertainment', 'id': 61791}, {'name': 'Pascal Pictures', 'id': 84041}, {'name': 'Ghostcorps', 'id': 84042}]",5.3,"128350574","3963","128350574","Jul 15","Sony Pictures Releasing",2016,2016-07-15
"2494","ghostintheshell","315837","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2017-03-29,169801921,"110000000",107,"68.726676","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Shanghai Film Group', 'id': 3407}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Arad Productions', 'id': 14439}, {'name': 'Grosvenor Park Productions', 'id': 17449}, {'name': 'Steven Paul Production', 'id': 44311}, {'name': 'Huahua Media', 'id': 83645}, {'name': 'Seaside Entertainment', 'id': 88981}, {'name': 'Amblin Partners', 'id': 92138}, {'name': 'Weying Galaxy Entertainment', 'id': 93466}]",5.9,"40563557","3440","40563557","Mar 31","Paramount Pictures",2017,2017-03-31
"2495","ghostrider","1250","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",2007-02-16,228738393,"110000000",114,"11.902354","[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Michael De Luca Productions', 'id': 11370}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'Crystal Sky Pictures', 'id': 20241}, {'name': 'GH One', 'id': 20475}, {'name': 'Vengeance Productions Pty. Ltd.', 'id': 20476}]",5.2,"115802987","3620","115802596","Feb 16","Sony Pictures Releasing",2007,2007-02-16
"2496","ghostrider:spiritofvengeance","71676","[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",2011-12-10,149217355,"57000000",95,"9.421301","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Marvel Knights', 'id': 11106}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'Crystal Sky Pictures', 'id': 20241}, {'name': 'Michael De Luca Productions', 'id': 27551}]",4.7,"51774002","3174","51774002","Feb 17","Sony Pictures Releasing",2012,2012-02-17
"2497","ghostship","9645","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2002-10-25,68349884,"35000000",91,"13.955376","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Ghost Ship Films Pty. Ltd.', 'id': 53238}]",5.3,"450629","2787","30113491","Oct 25","Warner Bros.",2003,2003-10-25
"2498","ghostship","9645","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2002-10-25,68349884,"35000000",91,"13.955376","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Dark Castle Entertainment', 'id': 1786}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Ghost Ship Films Pty. Ltd.', 'id': 53238}]",5.3,"29662862","2787","30113491","Oct 25","Warner Bros.",2002,2002-10-25
"2499","ghostsofcitésoleil","38008","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2006-01-01,0,"0",85,"0.106679","[]",5,"48752","3","48752","Jun 27","THINKFilm",2007,2007-06-27
"2500","ghostsofgirlfriendspast","12556","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009-05-01,102223269,"0",100,"8.401493","[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Jon Shestack Productions', 'id': 10991}, {'name': 'Panther', 'id': 50824}]",5.6,"55250026","3175","55250026","May 1","Warner Bros.",2009,2009-05-01
"2501","ghostsofmars","10016","[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2001-08-24,14010832,"28000000",98,"7.058599","[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Storm King Productions', 'id': 23895}, {'name': 'Animationwerks', 'id': 51312}]",4.8,"8709640","2048","8709640","Aug 24","Screen Gems",2001,2001-08-24
"2502","ghostsoftheabyss","24982","[{'id': 99, 'name': 'Documentary'}]",2003-04-10,17040871,"13000000",92,"4.835446","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Earthship Productions', 'id': 28995}]",7.1,"15259623","97","17040871","Apr 11","Walt Disney Studios Motion Pictures",2003,2003-04-11
"2503","ghostsoftheabyss","24982","[{'id': 99, 'name': 'Documentary'}]",2003-04-10,17040871,"13000000",92,"4.835446","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Earthship Productions', 'id': 28995}]",7.1,"439121","97","17040871","Apr 11","Walt Disney Studios Motion Pictures",2005,2005-04-11
"2504","ghostsoftheabyss","24982","[{'id': 99, 'name': 'Documentary'}]",2003-04-10,17040871,"13000000",92,"4.835446","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Earthship Productions', 'id': 28995}]",7.1,"1342126","97","17040871","Apr 11","Walt Disney Studios Motion Pictures",2004,2004-04-11
"2505","ghostteam","404073","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2016-07-21,0,"0",83,"1.222064","[]",4.6,"6639","10","6639","Aug 12","The Orchard",2016,2016-08-12
"2506","ghostteamone","159638","[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",2013-01-20,9195,"0",107,"6.136155","[{'name': 'Hernany Perla Films', 'id': 16860}, {'name': 'Flying Monkeys Entertainment', 'id': 16861}]",4.9,"9195","15","9195","Oct 11","The Film Arcade",2013,2013-10-11
"2507","ghosttown","12797","[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2008-09-19,0,"0",102,"12.994773","[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Pariah', 'id': 11733}]",6.4,"13367624","1512","13367624","Sep 19","DreamWorks",2008,2008-09-19
"2508","ghostworld","1548","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2001-07-20,0,"7000000",111,"5.460971","[{'name': 'United Artists', 'id': 60}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Granada Film Productions', 'id': 247}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Mr. Mudd Production', 'id': 2130}]",7.1,"6050125","128","6217849","Jul 20","Metro-Goldwyn-Mayer (MGM)",2001,2001-07-20
"2509","ghostworld","1548","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2001-07-20,0,"7000000",111,"5.460971","[{'name': 'United Artists', 'id': 60}, {'name': 'Jersey Films', 'id': 216}, {'name': 'Granada Film Productions', 'id': 247}, {'name': 'Capitol Films', 'id': 826}, {'name': 'Mr. Mudd Production', 'id': 2130}]",7.1,"167724","128","6217849","Jul 20","Metro-Goldwyn-Mayer (MGM)",2002,2002-07-20
"2510","gifted","400928","[{'id': 18, 'name': 'Drama'}]",2017-04-12,37461045,"7000000",101,"16.025911","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Dayday Films', 'id': 8569}, {'name': 'Grade A Entertainment', 'id': 89578}]",7.7,"24801212","2215","24801212","Apr 7","Fox Searchlight Pictures",2017,2017-04-07
"2511","gigantic","14940","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2008-09-09,165888,"0",99,"2.450192","[{'name': 'Gigantic Movie', 'id': 3845}, {'name': 'Epoch Films', 'id': 3846}]",5.8,"102704","11","102704","Apr 3","First Independent Pictures",2009,2009-04-03
