"","id","original_title","genres","release_date","Year","Month","Date","revenue","budget","runtime","drama","thriller","nonfiction","action","amusement","cleaned title"
"17558","54326","Â Â Êàë Áà Á û","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2007-09-04,"2007","09","04",0,"0",103,1,0,0,0,0,"ÂÂÊàëÁàÁû"
"17560","38937","adopted","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2009-01-01,"2009","01","01",0,"0",80,0,0,1,0,1,"adopted"
"17562","35008","rapt","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2009-11-18,"2009","11","18",0,"0",125,1,1,0,0,0,"rapt"
"17563","47855","medvezhiy potseluy","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",2002-01-01,"2002","01","01",0,"0",101,1,0,0,0,1,"medvezhiypotseluy"
"17565","51010","tatarak","[{'id': 18, 'name': 'Drama'}]",2009-04-23,"2009","04","23",0,"0",85,1,0,0,0,0,"tatarak"
"17566","56810","los girasoles ciegos","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2008-01-01,"2008","01","01",0,"0",98,1,1,0,0,0,"losgirasolesciegos"
"17568","14688","le code a chang„ ","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009-02-18,"2009","02","18",0,"0",100,1,0,0,0,1,"lecodeachang„"
"17569","59968","our idiot brother","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-08-26,"2011","08","26",17273593,"10000000",90,1,0,0,0,1,"ouridiotbrother"
"17572","63849","almanya willkommen in deutschland","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2011-05-13,"2011","05","13",0,"0",101,1,0,0,0,1,"almanyawillkommenindeutschland"
"17573","11110","adama meshuga at","[{'id': 18, 'name': 'Drama'}]",2006-06-06,"2006","06","06",0,"0",97,1,0,0,0,0,"adamameshugaat"
"17574","65673","a letter to elia","[{'id': 99, 'name': 'Documentary'}]",2010-09-04,"2010","09","04",0,"0",60,0,0,1,0,0,"alettertoelia"
"17575","73408","drive in horrorshow","[{'id': 27, 'name': 'Horror'}]",2009-01-01,"2009","01","01",0,"0",107,0,1,0,0,0,"driveinhorrorshow"
"17576","78381","twixt","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2011-09-10,"2011","09","10",0,"7000000",84,0,1,0,0,0,"twixt"
"17577","39806","princess kaiulani","[{'id': 18, 'name': 'Drama'}]",2010-05-14,"2010","05","14",771499,"9000000",130,1,0,0,0,0,"princesskaiulani"
"17580","51620","death race 2","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2010-11-12,"2010","11","12",0,"7000000",96,0,1,0,1,1,"deathrace2"
"17581","53146"," î ó ï ë","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2007-11-29,"2007","11","29",0,"0",92,1,1,0,0,0,"îóïë"
"17582","13070","air guitar nation","[{'id': 99, 'name': 'Documentary'}]",2006-03-09,"2006","03","09",0,"0",81,0,0,1,0,0,"airguitarnation"
"17583","70821","cyberbully","[{'id': 18, 'name': 'Drama'}]",2011-07-16,"2011","07","16",0,"0",90,1,0,0,0,0,"cyberbully"
"17584","70342","beats rhymes life the travels of a tribe called quest","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",2011-07-08,"2011","07","08",0,"0",97,0,0,1,0,0,"beatsrhymeslifethetravelsofatribecalledquest"
"17585","52350","les petits ruisseaux","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2010-01-02,"2010","01","02",0,"0",94,1,0,0,0,1,"lespetitsruisseaux"
"17586","63943","west is west","[{'id': 35, 'name': 'Comedy'}]",2010-10-19,"2010","10","19",3867000,"3837625",103,0,0,0,0,1,"westiswest"
"17589","61791","rise of the planet of the apes","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2011-08-03,"2011","08","03",482860185,"93000000",105,1,1,0,1,1,"riseoftheplanetoftheapes"
"17590","51993","terri","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-07-01,"2011","07","01",144633,"0",105,1,0,0,0,1,"terri"
"17595","35257","christmas carol the movie","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",2001-12-07,"2001","12","07",0,"0",77,0,0,0,0,1,"christmascarolthemovie"
"17596","28793","coffin rock","[{'id': 53, 'name': 'Thriller'}]",2009-09-04,"2009","09","04",0,"0",92,0,1,0,0,0,"coffinrock"
"17598","92465","ponterosa","[{'id': 35, 'name': 'Comedy'}]",2001-03-30,"2001","03","30",0,"350000",105,0,0,0,0,1,"ponterosa"
"17600","49520","the change up","[{'id': 35, 'name': 'Comedy'}]",2011-08-05,"2011","08","05",75450437,"52000000",112,0,0,0,0,1,"thechangeup"
"17601","46558","pecados de mi padre","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2009-12-10,"2009","12","10",0,"0",94,0,0,1,0,0,"pecadosdemipadre"
"17604","50014","the help","[{'id': 18, 'name': 'Drama'}]",2011-08-09,"2011","08","09",124272124,"25000000",146,1,0,0,0,0,"thehelp"
"17605","62206","30 minutes or less","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2011-08-11,"2011","08","11",40547440,"28000000",83,0,0,0,1,1,"30minutesorless"
"17612","67675","glee the concert movie","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",2011-08-11,"2011","08","11",18663238,"9000000",84,0,0,1,0,1,"gleetheconcertmovie"
"17613","46584","the trotsky","[{'id': 35, 'name': 'Comedy'}]",2009-09-11,"2009","09","11",0,"6400000",120,0,0,0,0,1,"thetrotsky"
"17614","11604","anthony zimmer","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",2005-04-01,"2005","04","01",0,"0",90,1,1,0,0,0,"anthonyzimmer"
"17617","59435","an invisible sign","[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2010-10-06,"2010","10","06",1279,"0",96,1,0,0,0,1,"aninvisiblesign"
"17618","56832","gantz","[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2011-01-26,"2011","01","26",0,"0",130,0,1,0,1,1,"gantz"
"17622","50722","vision aus dem leben der hildegard von bingen","[{'id': 18, 'name': 'Drama'}]",2009-09-24,"2009","09","24",0,"0",110,1,0,0,0,0,"visionausdemlebenderhildegardvonbingen"
"17623","82688","el bulli cooking in progress","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",2011-09-15,"2011","09","15",0,"0",108,0,0,1,0,0,"elbullicookinginprogress"
"17624","39413","la t„ te en friche","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2010-06-02,"2010","06","02",0,"0",82,1,0,0,0,1,"lat„teenfriche"
"17625","9295","soloalbum","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10402, 'name': 'Music'}]",2003-03-26,"2003","03","26",0,"0",87,1,0,1,0,1,"soloalbum"
"17626","55779","final destination 5","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",2011-08-12,"2011","08","12",157887643,"47000000",92,1,1,0,0,0,"finaldestination5"
"17627","51384","lovely still","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2008-01-01,"2008","01","01",0,"0",92,1,0,0,0,0,"lovelystill"
"17628","60309","the conspirator","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",2010-09-10,"2010","09","10",15478800,"25000000",122,1,0,1,0,0,"theconspirator"
"17629","55465","a very harold kumar christmas","[{'id': 35, 'name': 'Comedy'}]",2011-11-04,"2011","11","04",35387212,"19000000",108,0,0,0,0,1,"averyharoldkumarchristmas"
"17636","40794","mine vaganti","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2010-02-12,"2010","02","12",8220215,"7000000",110,1,0,0,0,1,"minevaganti"
"17639","42973","joueuse","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2009-08-05,"2009","08","05",1056938,"0",97,1,0,0,0,1,"joueuse"
"17641","35802","suzanne s diary for nicholas","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2005-03-27,"2005","03","27",0,"0",90,1,0,0,0,0,"suzannesdiaryfornicholas"
"17642","47261","carancho","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2010-05-06,"2010","05","06",0,"0",107,1,1,0,0,0,"carancho"
"17643","56288","spy kids all the time in the world","[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",2011-08-18,"2011","08","18",85564310,"27000000",89,0,0,0,1,1,"spykidsallthetimeintheworld"
"17645","105287","super 8 stories","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",2001-10-10,"2001","10","10",0,"0",0,0,0,1,0,0,"super8stories"
"17650","64964","rengeteg","[{'id': 18, 'name': 'Drama'}]",2003-02-13,"2003","02","13",0,"0",90,1,0,0,0,0,"rengeteg"
"17651","46998","Ó Ó ÓöÓ Ó Ôú Ó ÔÑÓ Ó Ó ÔÄÓ ÔáÓ ÔÑÔâÓ Ó ÔÅÔûÔâÓ ","[{'id': 10769, 'name': 'Foreign'}, {'id': 27, 'name': 'Horror'}]",2009-10-01,"2009","10","01",0,"0",88,0,1,0,0,0,"ÓÓÓöÓÓÔúÓÔÑÓÓÓÔÄÓÔáÓÔÑÔâÓÓÔÅÔûÔâÓ"
"17652","46261","don t be afraid of the dark","[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2010-11-06,"2010","11","06",36993168,"25000000",99,0,1,0,0,1,"dontbeafraidofthedark"
"17653","58151","fright night","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",2011-08-18,"2011","08","18",24922237,"17000000",106,0,1,0,0,1,"frightnight"
"17654","55420","another earth","[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2011-07-22,"2011","07","22",1776935,"100000",92,1,0,0,0,1,"anotherearth"
"17656","22857","klassikko","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2001-01-16,"2001","01","16",0,"0",80,1,0,0,0,1,"klassikko"
"17658","44835","hesher","[{'id': 18, 'name': 'Drama'}]",2010-01-22,"2010","01","22",382946,"7000000",106,1,0,0,0,0,"hesher"
"17659","51370","the cool school","[{'id': 99, 'name': 'Documentary'}]",2008-03-07,"2008","03","07",0,"0",86,0,0,1,0,0,"thecoolschool"
"17660","49913","bolivia","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",2001-09-22,"2001","09","22",0,"0",75,1,0,0,0,0,"bolivia"
"17662","21786","fritt vilt","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2006-10-13,"2006","10","13",0,"0",97,1,1,0,0,0,"frittvilt"
"17664","52015","stake land","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2010-09-30,"2010","09","30",33245,"650000",98,1,1,0,1,1,"stakeland"
"17665","58492","the greatest movie ever sold","[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}]",2011-04-22,"2011","04","22",621951,"0",87,0,0,1,0,1,"thegreatestmovieeversold"
"17667","48289","the debt","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2010-04-11,"2010","04","11",45636368,"20000000",113,1,1,0,0,0,"thedebt"
"17668","62835","colombiana","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2011-07-27,"2011","07","27",60965854,"40000000",108,1,1,0,1,0,"colombiana"
"17669","55244","bill cunningham new york","[{'id': 99, 'name': 'Documentary'}]",2010-03-24,"2010","03","24",1339650,"0",84,0,0,1,0,0,"billcunninghamnewyork"
"17672","43942","freakonomics","[{'id': 99, 'name': 'Documentary'}]",2010-10-01,"2010","10","01",103735,"3000000",93,0,0,1,0,0,"freakonomics"
"17673","18634","puzzlehead","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2005-04-21,"2005","04","21",0,"500000",81,0,1,0,0,1,"puzzlehead"
"17678","63311","la piel que habito","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2011-08-17,"2011","08","17",5774854,"13000000",117,1,1,0,0,0,"lapielquehabito"
"17679","20441","messengers 2 the scarecrow","[{'id': 27, 'name': 'Horror'}]",2009-07-21,"2009","07","21",0,"0",94,0,1,0,0,0,"messengers2thescarecrow"
"17682","59392","contraluz","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",2010-07-10,"2010","07","10",0,"0",90,1,0,0,0,1,"contraluz"
"17683","15052","the lodger","[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2009-01-14,"2009","01","14",0,"0",96,1,1,0,0,0,"thelodger"
"17684","64832","shadows lies","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",2010-04-25,"2010","04","25",0,"0",100,1,0,0,1,0,"shadowslies"
"17686","55845","phil ochs there but for fortune","[{'id': 99, 'name': 'Documentary'}]",2011-01-05,"2011","01","05",0,"0",96,0,0,1,0,0,"philochstherebutforfortune"
"17687","64320","good neighbours","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2011-06-03,"2011","06","03",0,"0",99,1,1,0,0,0,"goodneighbours"
"17688","44750","the winning season","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2009-01-19,"2009","01","19",0,"0",119,1,0,0,0,1,"thewinningseason"
"17689","37430","conan the barbarian","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",2011-08-17,"2011","08","17",48795021,"90000000",113,0,0,0,1,1,"conanthebarbarian"
"17690","50023","dead awake","[{'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",2010-12-03,"2010","12","03",0,"3500000",92,1,1,0,0,1,"deadawake"
"17691","51588","prom","[{'id': 35, 'name': 'Comedy'}]",2011-04-29,"2011","04","29",10130000,"8000000",104,0,0,0,0,1,"prom"
"17692","57211","magic trip","[{'id': 99, 'name': 'Documentary'}]",2011-08-05,"2011","08","05",0,"0",107,0,0,1,0,0,"magictrip"
"17693","11388","stay cool","[{'id': 35, 'name': 'Comedy'}]",2009-04-23,"2009","04","23",0,"4500000",94,0,0,0,0,1,"staycool"
"17694","16335","walled in","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2009-02-20,"2009","02","20",0,"10000000",92,0,1,0,0,0,"walledin"
"17695","52725","fierce light when spirit meets action","[{'id': 99, 'name': 'Documentary'}]",2008-01-01,"2008","01","01",0,"1180000",90,0,0,1,0,0,"fiercelightwhenspiritmeetsaction"
"17696","53437","strongman","[{'id': 99, 'name': 'Documentary'}]",2011-01-25,"2011","01","25",0,"0",0,0,0,1,0,0,"strongman"
"17697","52338","waiting for forever","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2010-02-10,"2010","02","10",0,"0",94,1,0,0,0,0,"waitingforforever"
"17700","15425","tooth and nail","[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2007-10-16,"2007","10","16",0,"0",94,1,1,0,0,1,"toothandnail"
"17701","53520","visage","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2009-10-02,"2009","10","02",0,"0",138,1,0,0,0,1,"visage"
"17704","63579","project nim","[{'id': 99, 'name': 'Documentary'}]",2011-07-08,"2011","07","08",0,"0",93,0,0,1,0,0,"projectnim"
"17707","21141","simon says","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2006-01-01,"2006","01","01",0,"0",87,0,1,0,0,0,"simonsays"
"17708","52685","chill","[{'id': 27, 'name': 'Horror'}]",2007-02-15,"2007","02","15",0,"850000",88,0,1,0,0,0,"chill"
"17709","40016","birdemic shock and terror","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",2010-02-27,"2010","02","27",0,"0",95,0,1,0,0,1,"birdemicshockandterror"
"17711","17236","whirlygirl","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2006-05-02,"2006","05","02",0,"0",99,1,0,0,0,0,"whirlygirl"
"17713","60784","win win","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",2010-05-20,"2010","05","20",0,"0",81,1,0,0,0,1,"winwin"
"17714","73358","page eight","[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2011-08-28,"2011","08","28",0,"0",99,1,1,0,0,0,"pageeight"
"17715","69798","the inbetweeners movie","[{'id': 35, 'name': 'Comedy'}]",2011-08-19,"2011","08","19",88025781,"0",97,0,0,0,0,1,"theinbetweenersmovie"
"17718","86751","dying at grace","[{'id': 99, 'name': 'Documentary'}]",2003-01-01,"2003","01","01",0,"0",148,0,0,1,0,0,"dyingatgrace"
"17719","54662","the future","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011-02-15,"2011","02","15",0,"1000000",91,1,0,0,0,1,"thefuture"
"17722","39845","love ranch","[{'id': 18, 'name': 'Drama'}]",2010-06-30,"2010","06","30",0,"0",117,1,0,0,0,0,"loveranch"
"17724","72711","the interrupters","[{'id': 99, 'name': 'Documentary'}]",2011-07-29,"2011","07","29",282448,"0",125,0,0,1,0,0,"theinterrupters"
"17726","48572","red state","[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2011-08-19,"2011","08","19",1104682,"4000000",88,0,1,0,1,0,"redstate"
"17731","67884","un cuento chino","[{'id': 35, 'name': 'Comedy'}]",2011-03-24,"2011","03","24",0,"5000000",93,0,0,0,0,1,"uncuentochino"
"17732","18375","a stranger s heart","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2007-05-05,"2007","05","05",0,"0",0,1,0,0,0,0,"astrangersheart"
"17733","14215","restraint","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2008-08-19,"2008","08","19",0,"0",94,1,1,0,0,0,"restraint"
"17734","55720","a better life","[{'id': 18, 'name': 'Drama'}]",2011-06-24,"2011","06","24",1759252,"10000000",98,1,0,0,0,0,"abetterlife"
"17735","25855","‡ à‡ ‡ à‡ â‡ ‡ î‡ ‡ â‡ ‡ ‡ ‡ ‡ î‡ ","[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2009-08-12,"2009","08","12",0,"0",112,0,1,0,1,0,"‡à‡‡à‡â‡‡î‡‡â‡‡‡‡‡î‡"
"17736","55246","ceremony","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2010-10-08,"2010","10","08",22270,"0",89,1,0,0,0,1,"ceremony"
"17737","58884","sympathy for delicious","[{'id': 18, 'name': 'Drama'}]",2011-04-29,"2011","04","29",0,"0",96,1,0,0,0,0,"sympathyfordelicious"
"17738","50838","wrecked","[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2010-12-04,"2010","12","04",8020,"0",91,1,1,0,0,0,"wrecked"
"17740","72744","pearl jam twenty","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",2011-09-20,"2011","09","20",0,"0",109,0,0,1,0,0,"pearljamtwenty"
"17741","70868","i don t know how she does it","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2011-09-16,"2011","09","16",30551495,"24000000",89,1,0,0,0,1,"idontknowhowshedoesit"
"17749","65055","shark night","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2011-09-02,"2011","09","02",10126458,"28000000",91,0,1,0,0,0,"sharknight"
"17750","51072","de vrais mensonges","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2010-12-08,"2010","12","08",0,"0",105,1,0,0,0,1,"devraismensonges"
"17751","39538","contagion","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",2011-09-08,"2011","09","08",137551594,"60000000",106,1,1,0,0,1,"contagion"
"17752","61667","habemus papam","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2011-04-15,"2011","04","15",0,"11000000",102,1,0,0,0,1,"habemuspapam"
"17755","64586","sleeping beauty","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2011-06-10,"2011","06","10",0,"10000000",102,1,0,0,0,0,"sleepingbeauty"
"17758","64639","straw dogs","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2011-09-16,"2011","09","16",10324441,"25000000",110,1,1,0,0,0,"strawdogs"
"17759","60308","moneyball","[{'id': 18, 'name': 'Drama'}]",2011-09-22,"2011","09","22",110206216,"50000000",133,1,0,0,0,0,"moneyball"
"17760","47753","william s burroughs a man within","[{'id': 99, 'name': 'Documentary'}]",2010-11-05,"2010","11","05",0,"160000",88,0,0,1,0,0,"williamsburroughsamanwithin"
"17761","16092","aparecidos","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",2008-12-12,"2008","12","12",0,"0",104,1,1,0,0,0,"aparecidos"
"17764","72914","fat sick nearly dead","[{'id': 99, 'name': 'Documentary'}]",2010-04-16,"2010","04","16",0,"0",97,0,0,1,0,0,"fatsicknearlydead"
"17767","73532","le havre","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2011-05-17,"2011","05","17",0,"3850000",93,1,0,0,0,1,"lehavre"
"17768","201405","an unlikely weapon","[]",2009-04-10,"2009","04","10",0,"0",85,0,0,0,0,0,"anunlikelyweapon"
"17769","73454","x","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",2010-12-31,"2010","12","31",0,"0",90,1,1,0,1,0,"x"
"17770","89271","a via l„ ctea","[{'id': 18, 'name': 'Drama'}]",2007-11-02,"2007","11","02",0,"0",86,1,0,0,0,0,"avial„ctea"
"17772","61202","zindagi na milegi dobara","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2011-07-15,"2011","07","15",0,"0",155,1,0,0,0,1,"zindaginamilegidobara"
"17773","47760","restless","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2011-09-16,"2011","09","16",163265,"8000000",91,1,0,0,0,0,"restless"
"17774","55785","neds","[{'id': 18, 'name': 'Drama'}]",2010-10-08,"2010","10","08",0,"0",124,1,0,0,0,0,"neds"
"17775","68341","ÂÜ „Åˇ„ÅÑÁÜ Â È ö","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",2010-06-04,"2010","06","04",0,"0",144,1,1,0,0,0,"ÂÜ„Åˇ„ÅÑÁÜÂÈö"
"17776","46909","skeletons","[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",2010-07-16,"2010","07","16",0,"0",94,1,1,0,0,1,"skeletons"
